word,answer
pisik,fisik
pitah,patah
pitak,pitak
pitam,pitam
pkirn,pikiran
pkran,pikiran
place,place
plagi,plagi
plang,plang
plank,plank
plans,plans
plave,plave
pling,paling
plong,plong
pmalu,pemalu
pndek,pendek
pngen,pengen
pngil,panggil
pngin,pengin
pnsig,pnsig
pntes,pantes
pohon,pohon
point,point
pojok,pojok
pokok,pokok
pokol,pukul
pokus,fokus
polip,polip
polos,polos
polri,polri
ponyo,ponyo
popok,popok
popup,popup
porji,porji
porno,porno
poros,poros
porsi,porsi
porto,porto
posko,posko
potek,potek
power,power
poxxr,poxxr
ppnya,pp-nya
prank,prank
prcya,percaya
press,press
pride,pride
print,print
prnah,pernah
prodi,prodi
promo,promo
prone,prone
proof,proof
proud,proud
prove,prove
proxy,proxy
psalm,psalm
psiko,psiko
pstve,positive
psych,psych
psyco,psycho
ptadi,tadi
ptong,potong
puasa,puasa
puber,puber
pucat,pucat
pucet,pucat
pudar,pudar
puguh,puguh
puisi,puisi
pujuk,pujuk
pukul,pukul
pulak,pula
pulas,pulas
pulau,pulau
pules,pules
pulih,pulih
pulng,pulang
pulsa,pulsa
pulse,pulse
puluh,puluh
pumya,punya
punca,punca
punch,punch
punga,punga
puni0,puni0
punua,punya
punuh,penuh
punya,punya
puppy,puppy
pupus,pupus
purut,purut
pusar,pusar
pusat,pusat
pushy,pushy
putar,putar
puter,putar
putih,putih
putra,putra
putri,putri
putsa,putsa
putus,putus
pydra,pydra
qasha,qasha
qtime,qtime
queen,queen
queer,queer
quest,quest
quiet,quiet
quirk,quirk
quite,quite
quora,quora
quote,quote
quran,quran
rabak,rabak
rabes,rabes
rabun,rabun
racik,racik
racun,racun
radak,agak
radar,radar
radit,radit
rafly,rafly
ragam,ragam
rahim,rahim
rahmi,rahmi
raine,raine
raise,raise
raiso,raiso
rajin,rajin
ramah,ramah
ramai,ramai
rambu,rambu
ramen,ramen
ranah,ranah
rancu,rancu
range,range
rapat,rapat
rapih,rapi
rapor,rapor
rapot,rapor
rapuh,rapuh
rasah,rasah
rasax,rasanya
rata-,rata-rata
ratio,ratio
ratna,ratna
raung,raung
rawan,rawan
rawat,rawat
rawit,rawit
rawwr,rawwr
rayap,rayap
rciel,rciel
reach,reach
react,react
ready,ready
realy,really
rebel,rebel
rebus,rebus
rebut,rebut
recap,recap
receh,receh
redah,redah
redam,redam
redha,reda
redup,redup
reels,reels
refer,refer
rehab,rehab
rehan,rehan
rehap,rehab
rehat,rehat
rekam,rekam
rekan,rekan
rekap,rekap
rekom,rekomendasi
relax,relax
remah,remah
remeh,remeh
remis,remis
remot,remot
remuk,remuk
renji,renji
renov,renovasi
renta,renta
repan,repan
reply,reply
repot,repot
rerun,rerun
resah,resah
reseh,reseh
resek,resek
resep,resep
reset,reset
resmi,resmi
resto,resto
restu,restu
retak,retak
rewel,rewel
rezim,rezim
rezin,rezin
rezki,rezeki
rgkas,ringkas
rhmti,rahmati
riang,riang
riban,ribuan
ribet,ribet
ribut,ribut
rider,rider
ridho,rida
right,right
rilek,rileks
rilet,relate
riley,riley
rilis,rilis
rilit,relate
rimas,rimas
rimek,remix
rinci,rinci
rinda,rinda
rindi,rindi
rindu,rindu
ringo,ringo
rings,rings
ripyu,review
ririn,ririn
risau,risau
risen,resign
riset,riset
risih,risih
risky,risky
ritme,ritme
river,river
riweh,riweuh
rizki,rezeki
rizky,rizky
rjsjd,rjsjd
robah,ubah
roban,roban
robbi,robbi
robek,robek
robet,robet
robot,robot
roket,roket
rokok,rokok
rolls,rolls
ronda,ronda
ronta,ronta
roots,roots
rosie,rosie
rough,rough
round,round
royal,royal
rsany,rasanya
rsnya,rasanya
ruang,ruang
rubah,ubah
rujuk,rujuk
rukuk,rukuk
rukun,rukun
rumah,rumah
rumit,rumit
rumor,rumor
rumpi,rumpi
rumus,rumus
rupek,rupek
ruqya,ruqyah
rusak,rusak
rusli,rusli
rusuh,rusuh
rusuk,rusuk
rutin,rutin
ruwed,ruwet
ruwet,ruwet
ryhtm,rhythm
ryuji,ryuji
sabar,sabar
sabtu,sabtu
sabun,sabun
sadar,sadar
sadha,sadha
sadis,sadis
sadly,sadly
sahur,sahur
sahut,sahut
saiki,saiki
saing,saing
sains,sains
sajah,saja
sakai,sakai
sakau,sakau
sakha,sakha
sakid,sakit
sakir,sakit
sakit,sakit
saksi,saksi
salah,salah
salam,salam
salat,salat
saldo,saldo
saleh,saleh
sales,sales
salim,salim
salin,salin
salju,salju
salon,salon
salsa,salsa
salty,salty
salut,salut
samar,samar
samoe,sampai
sampa,sampai
sampe,sampai
sampi,sampai
sampk,sampai
sampo,sampo
sampw,sampai
sanak,sanak
sang3,sange
sange,sange
sangt,sangat
sanun,sanun
saraf,saraf
sarah,sarah
saran,saran
satgi,saat lagi
saved,saved
sawah,sawah
sawan,sawan
sawit,sawit
sayah,saya
sayat,sayat
sayup,sayup
sayur,sayur
sayya,saya
sbaik,sebaik
sbgai,sebagai
sblom,sebelum
sblum,sebelum
sbntr,sebentar
sbrpa,seberapa
sbuah,sebuah
scara,secara
scars,scars
scary,scary
scene,scene
score,score
sdang,sedang
sdgkn,sedangkan
sdkit,sedikit
sdnya,sekolah dasarnya
sebab,sebab
sebak,sebak
sebal,sebal
sebap,sebab
sebar,sebar
sebat,sebat
sebel,sebal
sebut,sebut
sedar,sedar
sedia,sedia
sedih,sedih
seeds,seeds
seems,seems
segan,segan
segar,segar
segen,segan
seger,segar
sehat,sehat
sehun,sehun
seisi,seisi
sejak,sejak
sejam,sejam
sejuk,sejuk
sekar,sekar
seklh,sekolah
sekre,sekre
sekrg,sekarang
seksi,seksi
sekul,sekolah
selah,selah
selak,selak
selca,selca
sellu,selalu
selly,selly
selow,selow
semak,semak
semau,semau
semen,semen
semes,semester
semlm,semalam
semua,semua
semuq,semua
semut,semut
semwa,semua
senat,senat
sendu,sendu
senen,senin
senin,senin
senja,senja
sense,sense
sensi,sensi
senut,senut
seolh,seolah
seorg,seseorang
seoul,seoul
sepek,sepek
sepet,sepet
sepgu,sepuluh
seppi,sepi
serah,serah
seram,seram
serba,serba
sereh,serai
serem,seram
seret,seret
serng,sering
serta,serta
serti,seperti
serum,serum
serve,serve
sesag,sesak
sesak,sesak
sesal,sesal
sesar,sesar
sesat,sesat
sesek,sesak
setan,setan
setel,setel
sethn,setahun
setia,setia
setim,setim
setor,setor
setua,setua
seung,seung
sewot,sewot
sgala,segala
sgede,segede
sgini,segini
sgitu,segitu
shabu,shabu
shade,shade
shame,shame
share,share
shbis,sehabis
shell,shell
shiet,shiet
shifa,shifa
shift,shift
shiit,shiit
shiki,shiki
shits,shits
shock,shock
shoes,shoes
shope,shope
short,short
shout,shout
shoya,shoya
siaal,sial
siaap,siap
siain,sia-siakan
siang,siang
siapa,siapa
sibuk,sibuk
sibyl,sibyl
sidak,sidak
sidik,sidik
sifaf,sifat
sifat,sifat
sigma,sigma
signs,signs
sihat,sehat
sihbh,sihbh
sihhb,sihhb
sihir,sihir
sikap,sikap
sikis,psikis
sikit,sedikit
sikka,sikka
sikon,sikon
siksa,siksa
silam,silam
silap,silap
silet,silet
silih,silih
silly,silly
since,since
sindi,sindi
sinet,sinetron
singa,singa
sinis,sinis
sinus,sinus
sinyo,sinyo
sipat,sifat
sipil,sipil
siram,siram
sirih,sirih
sirik,sirik
sirna,sirna
sisah,sisa
sisim,sisi
siska,siska
sissy,sissy
siswa,siswa
sitha,sitha
sitik,sedikit
situs,situs
sivat,sifat
siwer,siwer
siyel,sial
sjhon,sjhon
skala,skala
skali,sekali
skdar,sekadar
skena,skena
skian,sekian
skill,skill
sking,saking
skizo,skizo
skkan,skkan
sklai,sekali
skola,sekolah
skolh,sekolah
skrng,sekarang
skrnk,sekarang
skrol,skrol
skrps,skripsi
skrrg,sekarang
sksks,sksks
slack,slack
slain,selain
slalu,selalu
slama,selama
slang,slang
slave,slave
sleep,sleep
slept,slept
slera,selera
slese,selesai
slide,slide
slmat,selamat
slmet,selamat
slump,slump
sm-sm,sama-sama
smaga,smaga
small,small
smape,sampai
smart,smart
smbil,sambil
smbuh,sembuh
smdya,smdya
smell,smell
smile,smile
smkin,semakin
smlem,semalam
smngt,semangat
smnjk,semenjak
smoga,semoga
smpai,sampai
smpay,sampai
smpek,sampai
smpet,sempat
smpku,smp-ku
smpng,samping
smstr,semester
smurf,smurf
smwny,semuanya
sndri,sendiri
sneng,senang
sngat,sangat
snowy,snowy
soale,soalnya
sobat,sobat
sobek,sobek
sober,sober
socks,socks
sokor,sokor
solar,solar
solat,shalat
soleh,sholeh
solid,solid
solve,solve
songs,songs
sooho,sooho
sopan,sopan
sopir,sopir
sorot,sorot
sorry,sorry
sorta,sorta
soses,sosis
sosio,sosio
sosok,sosok
sotoy,sotoy
soumu,soumu
sound,sound
sowan,sowan
space,space
spark,spark
speak,speak
speed,speed
spele,sepele
spend,spend
spent,spent
spice,spice
spill,spill
spion,spion
spklu,spklu
spnjg,sepanjang
spoil,spoil
spore,spore
sport,sport
sprei,sprei
sprti,seperti
sprty,sprty
sptfy,sptfy
spupu,sepupu
squid,squid
sring,sering
srius,serius
srmua,semua
srsly,srsly
ssama,sesama
ssllu,selalu
sstbz,sstbz
ssuai,sesuai
staff,staff
staga,astaga
stage,stage
stalk,stalk
stall,stall
stand,stand
stans,stans
stars,stars
start,start
state,state
steam,steam
stecu,stecu
steel,steel
stepa,stepa
sters,stres
steve,steve
stiap,setiap
stick,stick
still,still
stlah,setelah
stock,stock
stoic,stoic
stonk,stonk
stoop,stop
stops,stops
store,store
storm,storm
story,story
strap,strap
stray,stray
stres,stres
strez,stres
strip,strip
strsz,stres
struk,struk
sttus,status
stuck,stuck
studi,studi
study,study
stuff,stuff
stuju,setuju
style,style
suaka,suaka
suami,suami
suara,suara
suatu,suatu
subak,subak
subub,subub
subuh,subuh
sucks,sucks
sudah,sudah
sudut,sudut
sufor,sufor
sugar,sugar
suits,suits
sujud,sujud
sukai,sukai
sukak,suka
sukma,sukma
sukur,syukur
sulap,sulap
sulid,sulit
sulit,sulit
sumah,rumah
sumbu,sumbu
sumpa,sumpah
sumur,sumur
sunda,sunda
sunoo,sunoo
sunwo,sunwo
sunyi,sunyi
supel,supel
super,super
supir,supir
surah,surah
suram,suram
surat,surat
surem,suram
surga,surga
suruh,suruh
surut,surut
susah,susah
suseh,susah
sushi,sushi
susun,susun
susye,susah
sutup,tutup
suwek,suwek
suwer,suwer
suwun,suwun
suyrt,surat
swdih,sedih
swear,swear
sweet,sweet
swift,swift
swing,swing
swiss,swiss
syair,syair
syang,sayang
syapa,siapa
sygku,sayangku
syiok,syok
sylus,sylus
taala,taala
tabah,tabah
tabel,tabel
tabib,tabib
tabok,tabok
tabur,tabur
tagar,tagar
tagih,tagih
tahan,tahan
tahap,tahap
tahla,tahulah
tahun,tahun
taiin,taiin
tajam,tajam
takan,tak akan
takda,tidak ada
takde,tidak ada
taken,taken
takes,takes
takit,takut
takla,takla
takod,takut
takok,takut
takot,takut
takpe,tidak apa
takud,takut
takut,takut
takwa,takwa
talah,talah
talak,talak
taman,taman
tamat,tamat
tampa,tanpa
tanah,tanah
tanak,tanak
tanam,tanam
tanda,tanda
tangi,tangi
tanpa,tanpa
tante,tante
tanwa,tanwa
tanya,tanya
taraf,taraf
tarik,tarik
taroh,taruh
taruh,taruh
tasks,tasks
taste,taste
tatan,tatan
tatap,tatap
tawan,tawan
taxes,taxes
tb-tb,tiba-tiba
tdnya,tadinya
tears,tears
tease,tease
tebak,tebak
tebal,tebal
tebar,tebar
tebel,tebal
tebus,tebus
teduh,teduh
teens,teens
tegak,tegak
tegal,tegal
tegar,tegar
tegas,tegas
teges,tegas
tegor,tegur
tegur,tegur
tekad,tekad
tekan,tekan
teken,tekan
telah,telah
telan,telan
telas,telas
telat,terlambat
telen,telan
teler,teler
tello,telo
telmi,telmi
telor,telur
telur,telur
telus,telus
teman,teman
temen,teman
tempe,tempe
tempo,tempo
tempt,tempt
temui,temui
tenan,tenan
tenda,tenda
tengz,tengz
tense,tense
tensi,tensi
tentu,tentu
teori,teori
tepar,tepar
tepat,tepat
tepos,tepos
tepuk,tepuk
teras,teras
terik,terik
terka,terka
terms,terms
teror,teror
teros,terus
terpa,terpa
terry,terry
tersa,terasa
teruk,teruk
terus,terus
teruz,terus
tesis,tesis
tesla,tesla
tests,tests
tetap,tetap
teteh,teteh
tetek,tetek
tetep,tetap
teume,teume
tewas,tewas
tfrus,terus
thank,thank
thanx,thanx
thats,thats
thaun,tahun
thaya,thaya
their,their
theme,theme
there,there
these,these
theyd,theyd
thing,thing
think,think
third,third
thnan,tahunan
thnks,thnks
those,those
three,three
throw,throw
tiada,tiada
tiang,tiang
tibaw,tiba
tiber,tiber
tidai,tidak
tidak,tidak
tidir,tidur
tidor,tidur
tidue,tidur
tidur,tidur
tiger,tiger
tight,tight
tikam,tikam
tiket,tiket
tiktk,tiktok
tikus,tikus
tilep,tilep
timer,timer
times,times
timid,timid
timur,timur
tinj0,tinj0
tipes,tipes
tipis,tipis
tipsy,tipsy
tiran,tiran
tired,tired
tirus,tirus
tissu,tisu
titik,titik
titip,titip
titit,titit
title,title
tixus,tixus
tjkrl,tjkrl
tk-sd,tk-sd
tkang,tukang
tkdir,takdir
tl-ku,tl-ku
tlong,tolong
tlonk,tolong
tlou1,tlou1
tm-tm,teman-teman
tmbah,tambah
tmbal,timbal
tmnan,temanan
tmnin,temanin
tmnku,temanku
tmpat,tempat
tngan,tangan
tngga,tetangga
tnggu,tunggu
tntng,tentang
tobat,tobat
tocit,tocit
todau,todau
today,today
todur,tidur
toefl,toefl
tohru,tohru
tokek,tokek
token,token
tokoh,tokoh
tolak,tolak
tolol,tolol
tomat,tomat
toned,toned
tonya,tonya
toped,toped
topic,topic
topik,topik
toreh,toreh
torte,torte
total,total
touch,touch
tough,tough
tours,tours
toxic,toxic
toxid,toxid
toxis,toxis
trace,trace
track,track
trade,trade
train,train
trait,trait
trang,terang
trasa,terasa
trash,trash
traum,trauma
trdkt,terdekat
treat,treat
trejo,trejo
trend,trend
trhdp,terhadap
triak,teriak
trial,trial
tried,tried
triji,triji
trima,terima
trims,terima kasih
tring,tring
trjdi,terjadi
trjga,terjaga
trkhr,terakhir
trlht,terlihat
trllu,terlalu
trmsk,termasuk
trnyt,ternyata
troma,trauma
troms,troms
trtpm,trtpm
truly,truly
truma,trauma
trust,trust
truth,truth
trwma,trauma
tryna,tryna
tskut,takut
tspmo,tspmo
ttapi,tetapi
ttiba,tiba-tiba
tuaku,tuaku
tuaqw,tua
tubuh,tubuh
tuduh,tuduh
tudur,tidur
tugas,tugas
tuhan,tuhan
tkar,tukar
tuker,tukar
tukul,tukul
tulah,tulah
tulis,tulis
tulla,tulla
tulul,tulul
tulus,tulus
tuman,tuman
tummy,tummy
tumor,tumor
tumpu,tumpu
tunda,tunda
turns,turns
turun,turun
turut,turut
tusuk,tusuk
tuton,tuton
tutor,tutor
tutuk,tutuk
tutup,tutup
tutur,tutur
tuyul,tuyul
tweet,tweet
twice,twice
twink,twink
twins,twins
twist,twist
twrus,terus
twtny,twt-nya
tyler,tyler
types,types
tytyd,tytyd
udahs,udah
udara,udara
udele,udele
udhlh,udahlah
ujian,ujian
ujung,ujung
ukhti,ukhti
ukiss,ukiss
ulang,ulang
ulkus,ulkus
ultah,ultah
ultra,ultra
umbar,umbar
umpan,umpan
umpet,umpet
umrah,umrah
umroh,umrah
umur7,umur 7
unand,unand
under,under
undur,undur
uneuk,uneuk
unity,unity
unnes,unnes
unsos,unsos
until,until
untuk,untuk
upaya,upaya
upnya,up-nya
uprak,uprak
upset,upset
urang,urang
urban,urban
uring,uring
urusi,urusi
usagi,usagi
usaha,usaha
ushun,ushun
using,using
ustad,ustaz
usual,usual
utama,utama
utang,utang
uwong,uwong
vakum,vakum
valid,valid
valor,valor
value,value
vapak,vapak
vecna,vecna
vegan,vegan
venti,venti
venue,venue
verba,verba
verge,verge
versa,versa
verse,verse
versi,versi
verve,verve
vespa,vespa
vibes,vibes
video,video
vidio,video
views,views
villa,villa
viral,viral
virgo,virgo
virus,virus
visit,visit
vlive,vlive
vnnya,vn-nya
vobia,fobia
vocal,vocal
voice,voice
vomit,vomit
vonis,vonis
vt-vt,vt-vt
wa-wa,wa-wa
wadah,wadah
waduh,waduh
wafat,wafat
wahai,wahai
wahyu,wahyu
waits,waits
wajah,wajah
wajan,wajan
wajar,wajar
wajib,wajib
wakak,wakak
wakil,wakil
waknp,whatsapp kenapa
waktu,waktu
walah,walah
walao,walau
walas,walas
walau,walau
walls,walls
wamil,wamil
wangi,wangi
wanna,wanna
wants,wants
warga,warga
warna,warna
warni,warni
wasap,whatsapp
wasnt,wasnt
watak,watak
watch,watch
water,water
wayah,wayah
weaak,weak
weeks,weeks
weird,weird
whats,whats
where,where
which,which
while,while
white,white
whole,whole
whose,whose
wkwkw,wkwkw
wkwwk,wkwkw
wlpun,walaupun
woman,woman
women,women
wonho,wonho
wonwo,wonwoo
words,words
works,works
world,world
worry,worry
worse,worse
worst,worst
worth,worth
would,would
write,write
wrong,wrong
wrote,wrote
wudhu,wudu
wujud,wujud
yaitu,yaitu
yakan,ya kan
yakin,yakin
yaloh,ya Allah
yaolo,ya Allah
yarob,ya Rabb
yatim,yatim
yauda,yaudah
yaudh,yaudah
yeaay,yeay
years,years
yesus,yesus
yknow,yknow
youll,youll
young,young
youre,youre
youve,youve
yudis,yudis
yutub,youtube
yuuji,yuuji
yuyur,jujur
zaman,zaman
zayne,zayne
zenly,zenly
zikir,zikir
zoaai,zoaai
zoalx,soalnya
zuzur,jujur
89,89
--gt,--gt
-1i0,-1i0
-9i0,-9i0
-ada,-ada
-aku,-aku
-apa,-apa
-ard,-ard
-gue,-gue
-mas,-mas
-nya,-nya
-per,-per
-rek,-rek
-tak,-tak
-udah,-udah
0oa4,<noise>
12an,12-an
12kg,12 kg
12ku,12-ku
16th,16th
1864,1864
18i9,<noise>
18jt,18 juta
18o0,1800
1988,1988
19a5,<noise>
19jt,19 juta
1ekg,<noise>
1i85,<noise>
1jam,1 jam
1oan,10-an
1oi0,<noise>
1okg,1 kg
1oo0,1oo0
1oo1,1001
1oo2,1002
1ook,100 ribu
1oox,100 kali
1orb,10 ribu
1san,1 bulan
1sth,1 bulan
1thn,1 tahun
1tth,1 tahun
2-3x,2 sampai 3 kali
22e3,<noise>
22th,22 tahun
2627,2627
2ath,<noise>
2bln,2 bulan
2ei1,2ei1
2eth,2eth
2hal,2 hal
2ie0,2ie0
2ith,2ith
2jam,2 jam
2mgg,2 minggu
2o20,2020
2o21,2021
2o22,2022
2o23,2023
2o24,2024
2o25,2025
2o26,2026
2o28,2028
2oa9,2029
2oan,20-an
2ogb,20 gb
2oi0,2010
2oi1,2011
2oi2,2012
2oi3,2013
2oi4,2014
2oi5,2015
2oi6,2016
2oi7,2017
2oi8,2018
2oi9,2019
2ojt,20 juta
2okg,20 kg
2omg,20 minggu
2oo2,2002
2oo9,2009
2org,2 orang
2os0,2020
2oth,20th
2skm,2 km
2smp,2 smp
2sth,2sth
2sun,2 sun
2t28,2t28
2thn,2 tahun
2tth,2tth
3-5x,3 sampai lima kali
3bln,3 bulan
3eth,<noise>
3hal,3 hal
3hri,3 hari
3jam,3 jam
3nak,3nak
3nya,3-nya
3oan,30-an
3ojt,30 juta
3okg,3 kg
3orb,3 orb
3org,3 orang
3oth,30th
3s21,3s21
3sdm,3 sdm
3skg,3 sekarang
3sth,3 sth
3thn,3 tahun
3tkg,3 kg
42i2,<noise>
42kg,42 kg
46kg,46 kg
49kg,49 kg
4jam,4 jam
4oo0,4 ribu
4ook,400 ribu
4oom,<noise>
4orb,40 rb
4skg,4 kg
4thn,4 tahun
4tkg,4 kg
5aft,<noise>
5hri,5 hari
5jam,5 jam
5mnt,5 menit
5oan,50-an
5ojt,5 juta
5okg,5 kg
5omg,50 minggu
5oo0,5 ribu
5ook,5oo ribu
5orb,50 ribu
5oth,50th
5skg,5 kg
5thn,5 tahun
62kg,62 kg
66rb,66 ribu
69kg,69 kg
6bln,6 bulan
6ekg,6 kg
6okg,6 kg
6oml,6o ml
6oo0,6 ribu
6ook,600 ribu
6orb,60 ribu
6san,6 bulan
6thn,6 tahun
7o69,<noise>
7ocm,70 cm
7thn,7 tahun
86kg,86 kg
8bln,8 bulan
8jam,8 jam
8nan,8-an
8oan,8-oan
8okg,80-kg
17-Sep,17-Sep
9oan,90-an
9ojt,9 juta
9ook,<noise>
aaah,ah
aaja,saja
aakh,akhir
abah,abah
abai,abai
aban,aban
abcd,abcd
abce,abce
abeh,abeh
aben,aben
abin,abin
abis,habis
abiz,habis
able,able
abng,abang
abot,abot
abys,abys
acab,acab
acak,acak
acap,acap
acdc,acdc
acne,acne
acts,acts
acuh,acuh
acya,acya
adab,adab
adah,adah
adak,adak
adam,adam
adat,adat
aday,ada
adeh,aduh
adek,adik
adem,adem
adha,adha
adhd,adhd
adik,adik
adil,adil
adlh,adalah
adoh,aduh
adoi,adoi
adop,adopsi
aduh,aduh
aduk,aduk
adut,adut
aela,aela
affh,apa
afie,afie
afni,afni
agak,agak
agal,agal
agap,anggap
agar,agar
agat,agar
agit,agit
agre,agre
agus,agus
ahad,ahad
ahay,ahay
ahir,akhir
ahli,ahli
ahua,ahua
ahwa,ahwa
aiam,aiam
aida,aida
aids,aids
aiko,aiko
aimi,aimi
aina,aina
aing,aing
aink,aink
aint,aint
aish,aish
aisy,aisy
ajah,saja
ajak,ajak
ajal,ajal
ajar,ajar
ajgf,<noise>
ajig,anjing
ajja,saja
ajun,ajun
ajup,ajup
akad,akad
akak,kakak
akal,akal
akan,akan
akar,akar
akau,aku
akeh,akeh
akhr,akhir
aksi,aksi
aktf,aktif
aku-,aku
akuh,aku
akui,akui
akun,akun
akur,akur
akus,aku
akut,akut
alah,alah
alam,alam
alan,alan
alas,alas
alat,alat
alay,alay
aldi,aldi
aldo,aldo
alek,alek
alfa,alfa
alih,alih
alim,alim
alin,alin
alip,alip
alir,alir
alis,alis
alle,alle
allh,allah
alls,alls
ally,ally
alma,alma
almh,almarhumah
aloh,allah
alot,alot
alpa,alpa
also,also
alto,alto
alur,alur
alus,halus
alya,alya
amal,amal
aman,aman
amat,amat
amay,amay
ambo,ambo
amer,amer
amet,amat
amin,amin
amis,amis
amit,amit
amor,amor
ampe,sampai
amsi,amsi
amuk,amuk
anak,anak
anam,anam
anan,anan
anas,anas
anat,anat
anda,anda
aneh,aneh
anin,anin
anis,anis
anj-,anjing
anjg,anjing
anji,anjing
anjk,anjing
anjr,anjir
anju,anjing
anna,anna
anne,anne
anon,anon
anti,anti
anus,anus
anut,anut
anya,anya
anyg,anjing
apa3,apa
apah,apa
apal,apal
apan,apa
apap,apa
apek,apek
apel,apel
apes,apes
apez,apes
aphd,ahmad
apik,apik
apkh,apakah
aplg,apalagi
apps,apps
apsh,apa sih
apsi,apa sih
apus,hapus
aquh,aku
arah,arah
arak,arak
aras,aras
area,area
aren,aren
arep,arep
arga,harga
argh,argh
argo,argo
army,army
arok,arok
arte,arte
arti,arti
arus,arus
arya,arya
aryo,aryo
asah,asah
asal,asal
asam,asam
asap,asap
asar,asar
asem,asam
aset,aset
asha,asha
ashe,ashe
asih,asih
asik,asik
asin,asin
asli,asli
aslm,assalamualaikum
asma,asma
asta,asta
astg,astaga
astu,astu
asuh,asuh
asyu,asyu
atah,atau
atap,atap
atas,atas
atau,atau
ataw,atau
athy,athy
atik,atik
atma,atma
atou,atau
atri,arti
atuh,atuh
atur,atur
auah,au ah
audi,audi
aura,aura
auri,auri
auto,auto
avoi,avoidant
avpd,avpd
awal,awal
awan,awan
awas,awas
away,away
awet,awet
awut,awut
axis,axis
ayah,ayah
ayam,ayam
ayat,ayat
ayem,ayem
ayli,ayli
ayok,ayo
ayun,ayun
azab,azab
azal,azal
azan,azan
aziz,aziz
azli,azli
bab1,bab 1
babe,babe
babi,babi
babu,babu
baby,baby
baca,baca
bace,baca
baci,baci
back,back
bada,badai
badn,badan
baek,baik
bagi,bagi
bagt,banget
bahl,bahl
bahu,bahu
baik,baik
bair,biar
baix,baik
baja,baja
baju,baju
baka,baka
baku,baku
bala,bala
bali,bali
band,band
bang,bang
bani,bani
bank,bank
banu,banu
bapa,bapak
bara,bara
bare,bare
baru,baru
basa,basa
base,base
basi,basi
baso,bakso
bata,bata
bath,bath
batu,batu
bawa,bawa
bawl,bawl
bayi,bayi
bbca,bca
bbgt,banget
bbrp,beberapa
bcos,because
bcus,because
bdan,badan
bday,bday
bdir,bdir
bdoh,bodoh
bdwy,by the way
bean,bean
bear,bear
beat,beat
bebe,bebe
bebi,bebi
beda,beda
been,been
bego,bego
beha,beha
beji,beji
beku,beku
bela,bela
beli,beli
belm,belum
belt,belt
bene,bene
beni,benci
beol,beol
ber3,bertiga
ber4,berempat
ber9,bersembilan
beri,beri
bern,bern
besi,besi
best,best
beta,beta
bete,bete
bets,bets
beuh,beuh
beut,banget
beza,beda
bfor,before
bgdg,bgdg
bget,banget
bgfd,bgfd
bggt,banget
bgin,begin
bgmn,bagaimana
bgni,begini
bgsd,bangsat
bgst,bangsat
bgtu,begitu
bgun,bangun
bhas,bahas
bhay,bohay
bhkn,bahkan
bhsa,bahasa
biae,baik
bian,bian
biar,biar
bias,bias
biat,biat
bibi,bibi
bien,bien
biji,biji
bike,bike
biki,bikin
bikn,bikin
bila,bila
bile,bila
bilg,bilg
bima,bima
bina,bina
bing,bing
bini,bini
bipo,bipo
bird,bird
biru,biru
bisa,bisa
bish,bish
bisu,bisu
biza,bisa
bjir,anjir
bkal,bakal
bkan,bukan
bkas,bekas
bkin,bikin
blah,blah
blak,blak
blas,balas
bleh,boleh
bles,balas
blik,balik
blio,beliau
bljr,belajar
blkg,belakang
blng,bilang
blog,blog
blok,blok
blom,belum
blsn,balasan
blue,blue
blum,belum
blur,blur
bnar,benar
bnci,benci
bndr,bandar
bner,benar
bnet,bnet
bngt,banget
bnrn,beneran
bntr,bentar
bntu,bantu
bnuh,bunuh
bnyk,banyak
boba,boba
bobo,bobo
bodh,bodoh
bodo,bodo
body,body
bola,bola
bole,boleh
bomi,bomi
bona,bona
bond,bond
bone,bone
book,book
boom,boom
born,born
boro,boro-boro
bosh,bos
both,both
boti,boti
bout,bout
bouz,bos
boyz,boyz
bpak,bapak
bpjs,bpjs
bpom,bpom
brai,bro
brak,brak
brat,berat
bray,bray
brda,brda
bres,beres
brim,brim
broh,bro
brok,bro
brot,bro
brou,bro
brow,bro
brpa,berapa
brrt,berarti
brsm,bersama
brti,berarti
bruh,bro
bruk,bruk
bruv,bruv
bsbs,bisa-bisa
bsgt,banget
bsok,besok
btob,btob
btuh,butuh
btul,betul
buad,buat
buah,buah
buar,buat
buat,buat
bubs,bubs
bude,bude
budi,budi
bugs,bugs
buka,buka
bukn,bukan
buku,buku
bule,bule
buli,bully
bulu,bulu
buly,bully
bumi,bumi
bund,bunda
bung,bung
bunh,bunuh
burn,burn
buru,buru
busy,busy
buta,buta
buto,buto
butu,butuh
buuh,buuh
buun,buun
buya,buya
bwat,buat
byak,banyak
byar,bayar
bydr,bydr
bzir,bzir
cabe,cabe
cabi,chubby
cabs,cabut
caca,caca
cafe,kafe
cair,cair
cakr,cakar
calm,calm
calo,calo
came,came
camp,camp
cant,cant
caoe,caoe
cape,capek
capt,capt
cara,cara
card,card
care,care
cari,cari
case,case
cash,cash
casp,casp
cast,cast
cato,cato
cats,cats
caur,caur
cave,cave
cctv,cctv
ceki,ceki
cema,cema
cepu,cepu
cere,cere
cery,cerah
cest,cest
cewe,cewek
cfku,cfku
chae,chae
chal,chal
chan,chan
chap,chap
char,char
chat,chat
chef,chef
chel,chel
cher,cher
chet,chat
chil,chill
chin,chin
chou,chou
